pixel_start,pixel_end,volume,surface,euler
1,1,5119961,587689.497,-508.875
1,1,5179337,595100.394,-527.375
1,1,5127349,583716.334,-599.125
1,1,5040494,585152.227,-486.875
1,1,5041218,589404.515,-556.375
1,1,5089801,583597.469,-505.75
1,1,5162762,587078.955,-565.875
1,1,5168398,587539.945,-417.625
