pixel_start,pixel_end,volume,surface,euler
1,1,6322105,660309.386,-556
1,1,6470490,642850.982,-571.25
1,1,6403746,667961.729,-540.375
1,1,6326613,651824.442,-542.5
1,1,6420075,663776.533,-487.625
1,1,6462565,647521.734,-454.75
1,1,6358169,691317.656,-508.75
1,1,6430006,660561.777,-510.5
