beadpack_128_61-1-Z/processor0	effPorosity= 0.370992 		K_z= 5.7593e-12 m^2 		FF_z= 4.70187 		DarcyVelocity= 2.19326e-05 m/s 		DelP= 0.974901 Pa 		K: 5.7593e-12 m^2 			K=( 0  0  5.7593e-12 ) Pmax-Pmin: 1.04538 Umax= 0.000601699		 effPorosity= V_pore/(L_x*L_y*L_z)= 6.22422e-12/(0.000256*0.000256*0.000256)= 0.370992		 Re=rho*VDarcy*sqrt(K)/mu= 1000*2.19326e-05*sqrt(5.7593e-12 )/0.001)= 5.26351e-05


x=mag(U)/U_D 	 PDF 	 dV/Vdx 	 PDF(log10(x)) 	 dV/Vd(log10(x))
1.28909e-11 447843 447843 1.3293e-05 1.3293e-05 
1.61054e-11 0 0 0 0 
2.01216e-11 0 0 0 0 
2.51393e-11 0 0 0 0 
3.14082e-11 0 0 0 0 
3.92404e-11 147121 147121 1.3293e-05 1.3293e-05 
4.90256e-11 0 0 0 0 
6.1251e-11 0 0 0 0 
7.65251e-11 75440.3 75440.3 1.3293e-05 1.3293e-05 
9.56079e-11 60382.8 60382.8 1.3293e-05 1.3293e-05 
1.19449e-10 0 0 0 0 
1.49236e-10 38684.1 38684.1 1.3293e-05 1.3293e-05 
1.86451e-10 0 0 0 0 
2.32946e-10 24782.9 24782.9 1.3293e-05 1.3293e-05 
2.91035e-10 0 0 0 0 
3.6361e-10 0 0 0 0 
4.54282e-10 25416.2 25416.2 2.6586e-05 2.6586e-05 
5.67565e-10 30514.9 30514.9 3.9879e-05 3.9879e-05 
7.09098e-10 8141.43 8141.43 1.3293e-05 1.3293e-05 
8.85924e-10 6516.44 6516.44 1.3293e-05 1.3293e-05 
1.10684e-09 5215.79 5215.79 1.3293e-05 1.3293e-05 
1.38286e-09 16699 16699 5.3172e-05 5.3172e-05 
1.7277e-09 0 0 0 0 
2.15853e-09 2674.54 2674.54 1.3293e-05 1.3293e-05 
2.69679e-09 4281.43 4281.43 2.6586e-05 2.6586e-05 
3.36929e-09 11994.1 11994.1 9.30509e-05 9.30509e-05 
4.20948e-09 0 0 0 0 
5.25918e-09 0 0 0 0 
6.57066e-09 2635.84 2635.84 3.9879e-05 3.9879e-05 
8.20916e-09 4922.73 4922.73 9.30509e-05 9.30509e-05 
1.02563e-08 1125.77 1125.77 2.6586e-05 2.6586e-05 
1.28138e-08 901.068 901.068 2.6586e-05 2.6586e-05 
1.60092e-08 2524.27 2524.27 9.30509e-05 9.30509e-05 
2.00014e-08 865.901 865.901 3.9879e-05 3.9879e-05 
2.49891e-08 1386.14 1386.14 7.97579e-05 7.97579e-05 
3.12205e-08 369.825 369.825 2.6586e-05 2.6586e-05 
