x,y,z
0.798608,0.798608,0.798608
0.776013693467,0.777159924623,0.776162311558
0.754732449495,0.756862373737,0.754819949495
0.73563642132,0.738409010152,0.735420304569
0.719310331633,0.722314668367,0.718607015306
0.705789358974,0.708750512821,0.704526666667
0.694757216495,0.697520876289,0.69296507732
0.685644300518,0.688176165803,0.683376813472
0.677976432292,0.680257682292,0.675248567708
0.671408900524,0.673394109948,0.668232068063
0.665796578947,0.667421710526,0.662165657895
0.661121296296,0.662292592593,0.657037698413
0.657381515957,0.657986835106,0.652823537234
0.654468716578,0.654375534759,0.649457085561
0.652236290323,0.651362365591,0.646783602151
0.650436081081,0.648794324324,0.644691351351
0.648841440217,0.646555298913,0.643029619565
0.647344535519,0.644586885246,0.641691530055
0.645998763736,0.642848076923,0.640644093407
0.644857458564,0.641384668508,0.639890607735
0.644008472222,0.640183194444,0.639432777778
0.643460195531,0.639286731844,0.639220670391
0.643151685393,0.63864508427,0.639145365169
0.643003107345,0.638161581921,0.639108757062
0.642816477273,0.637714914773,0.639092613636
0.642606571429,0.637354571429,0.639104
0.642427586207,0.637110775862,0.639161063218
0.642356647399,0.636980491329,0.639298843931
0.642408430233,0.636981104651,0.639547238372
0.642582748538,0.637080847953,0.639859502924
0.642871617647,0.637226470588,0.640234264706
0.643139349112,0.637392751479,0.640590828402
0.64321577381,0.637503571429,0.640815625
0.643076197605,0.637528742515,0.640841616766
0.642810692771,0.637509487952,0.640730120482
0.642558333333,0.637456666667,0.640580606061
0.642394512195,0.637474085366,0.640466158537
0.642405214724,0.637528527607,0.640371472393
0.642550617284,0.637618518519,0.640305092593
0.642736490683,0.637719875776,0.640230745342
0.64291328125,0.63783140625,0.64014359375
0.643064150943,0.637923113208,0.64000408805
0.64320585443,0.637994620253,0.639840506329
0.643332484076,0.638025477707,0.639693789809
0.643474038462,0.638009615385,0.639667628205
0.643675806452,0.637986612903,0.639724516129
0.643953084416,0.637930357143,0.639825974026
0.644188071895,0.637804738562,0.639903431373
0.64429375,0.637633388158,0.639954605263
0.644193708609,0.637372682119,0.639907284768
0.643938333333,0.637068666667,0.639798666667
0.643656879195,0.63671409396,0.639726677852
0.643448141892,0.636405743243,0.639738006757
0.643337244898,0.636205102041,0.63980170068
0.643330136986,0.636168493151,0.63983390411
0.643292068966,0.636237758621,0.639840517241
0.643113888889,0.636399826389,0.639819444444
0.642833216783,0.636638461538,0.639824475524
0.642509330986,0.636996126761,0.639840316901
0.642212588652,0.63742641844,0.639907446809
0.642049642857,0.637948035714,0.6400475
0.642061330935,0.638482733813,0.640202338129
0.642139855072,0.638922644928,0.64024673913
0.64220310219,0.639204927007,0.640102372263
0.642075735294,0.639355514706,0.639727205882
0.641746111111,0.63934962963,0.639210185185
0.641361007463,0.639260447761,0.638646268657
0.640980075188,0.639105639098,0.638195676692
0.640703787879,0.638971022727,0.637860984848
0.640560877863,0.638746755725,0.63766259542
0.6404825,0.638443076923,0.637481346154
0.640414922481,0.638103100775,0.637239341085
0.640328710937,0.637696289062,0.63688828125
0.640207283465,0.637227755906,0.636381889764
0.640138095238,0.636735912698,0.635767261905
0.6401472,0.636331,0.6351818
0.640224395161,0.636024395161,0.634744354839
0.640430894309,0.63582398374,0.634411788618
0.640759221311,0.63563852459,0.634079508197
0.641101446281,0.635390082645,0.633707438017
0.641269791667,0.635105625,0.63333125
0.641307563025,0.634843487395,0.632939915966
0.641274364407,0.634607627119,0.632567584746
0.64135982906,0.634393376068,0.632344230769
0.641509267241,0.634233836207,0.632337715517
0.641732173913,0.634146521739,0.632521521739
0.642052850877,0.634131140351,0.632738815789
0.642308849558,0.634163938053,0.632978539823
0.642344642857,0.634206696429,0.633248660714
0.642103603604,0.634262162162,0.633506756757
0.641729318182,0.634353181818,0.633736590909
0.641411009174,0.634485779817,0.634063302752
0.641161342593,0.634694212963,0.634521064815
0.641042757009,0.635036448598,0.635078271028
0.640988443396,0.635485613208,0.635597877358
0.640968571429,0.635997857143,0.636098571429
0.640754326923,0.636540625,0.636528365385
0.640334708738,0.637071116505,0.63679684466
0.639827696078,0.637526470588,0.636967892157
0.639343316832,0.637946287129,0.637207920792
0.6389645,0.6383635,0.63760675
0.638772727273,0.638801010101,0.638060858586
0.638758418367,0.639202806122,0.638371683673
0.638768814433,0.639533505155,0.638426804124
0.638701041667,0.63970390625,0.638307552083
0.638588684211,0.639673947368,0.638080526316
0.638447074468,0.639380319149,0.637863829787
0.638247849462,0.638993548387,0.637704569892
0.638108967391,0.638625543478,0.637693478261
0.638124725275,0.638272252747,0.63776978022
0.638200833333,0.637971944444,0.6378125
0.638214044944,0.637728932584,0.637776404494
0.63816875,0.637504829545,0.637751704545
0.638094252874,0.637299137931,0.637708045977
0.638110465116,0.6370875,0.637710465116
0.638262058824,0.636953823529,0.637882058824
0.638553869048,0.63690952381,0.638249107143
0.639019879518,0.637025,0.638705421687
0.639596341463,0.637269817073,0.639050609756
0.639997222222,0.63763117284,0.63912808642
0.6402440625,0.637894375,0.6389334375
0.640312341772,0.63797056962,0.638577848101
0.640300961538,0.637975320513,0.638149679487
0.640144480519,0.638001948052,0.637841883117
0.639889144737,0.638093421053,0.637649671053
0.639714333333,0.638256333333,0.637441
0.639680743243,0.638467905405,0.637130067568
0.639579794521,0.638622945205,0.636770547945
0.639208680556,0.638764583333,0.636453472222
0.638617957746,0.63891443662,0.636372535211
0.637912142857,0.639125714286,0.636602857143
0.637163405797,0.639435144928,0.637180072464
0.636449264706,0.639884191176,0.637958088235
0.635828358209,0.640490298507,0.638681716418
