x,y,z
0.190904375,0.190904375,0.190904375
0.168519346734,0.169693844221,0.168733291457
0.147379419192,0.149502651515,0.147687752525
0.128384263959,0.131066243655,0.128575
0.112268622449,0.114980102041,0.112073596939
0.0991107692308,0.101374871795,0.0983571794872
0.0884963917526,0.0900354381443,0.0871978092784
0.0798402849741,0.0805610103627,0.0780371761658
0.0726158854167,0.0725515625,0.0703725260417
0.0664537958115,0.065689921466,0.0638359947644
0.0612113157895,0.0598055263158,0.0582709210526
0.0568287037037,0.054812037037,0.0535808201058
0.0532752659574,0.0506198138298,0.049741356383
0.0504601604278,0.0471497326203,0.0466421122995
0.0482477150538,0.0442764784946,0.0441560483871
0.0464668918919,0.0418925675676,0.0421433783784
0.0449300271739,0.0398436141304,0.0404508152174
0.0434306010929,0.038049726776,0.0389968579235
0.0420350274725,0.0364252747253,0.037718956044
0.0408263812155,0.034986878453,0.0366424033149
0.0399530555556,0.03375,0.0358045833333
0.0394574022346,0.0327344972067,0.0352565642458
0.0392870786517,0.0319564606742,0.0349846910112
0.0393603107345,0.031440819209,0.0349502824859
0.0395607954545,0.0312052556818,0.0350916193182
0.0397924285714,0.0311964285714,0.0353808571429
0.0400018678161,0.0314165229885,0.0357649425287
0.0401963872832,0.031801300578,0.0361816473988
0.0404263081395,0.0323202034884,0.0366172965116
0.0406899122807,0.0329739766082,0.0370916666667
0.0409252941176,0.03369,0.0376133823529
0.0410445266272,0.0343563609467,0.0380461538462
0.040925297619,0.0348888392857,0.0383233630952
0.0404932634731,0.0352330838323,0.0384366766467
0.0398515060241,0.0353353915663,0.0383837349398
0.0391646969697,0.0352506060606,0.038205
0.0385760670732,0.0350454268293,0.0379760670732
0.0382115030675,0.0347932515337,0.0377460122699
0.0380405864198,0.0345665123457,0.0375449074074
0.0380077639752,0.0343692546584,0.0373479813665
0.03807234375,0.03429015625,0.03714515625
0.0381597484277,0.0343312893082,0.0369399371069
0.0382674050633,0.0344702531646,0.0367476265823
0.0384372611465,0.0346791401274,0.0365906050955
0.0387213141026,0.0348862179487,0.0365283653846
0.0391187096774,0.0350719354839,0.0366067741935
0.0395732142857,0.035200974026,0.0367931818182
0.0399789215686,0.0352687908497,0.0369901960784
0.0402368421053,0.0352353618421,0.0370652960526
0.0403061258278,0.0350566225166,0.0370066225166
0.0401471666667,0.0347741666667,0.0368255
0.0398855704698,0.0344360738255,0.0365984899329
0.0396508445946,0.0340675675676,0.0364206081081
0.0395093537415,0.0337897959184,0.0363144557823
0.039422260274,0.0336128424658,0.0362868150685
0.0393867241379,0.0335518965517,0.0363817241379
0.0393840277778,0.0336267361111,0.0365597222222
0.0394134615385,0.0338096153846,0.0367902097902
0.0394360915493,0.0340429577465,0.0370496478873
0.0394820921986,0.0343421985816,0.037320035461
0.0395716071429,0.0347216071429,0.0376442857143
0.0396965827338,0.0351205035971,0.0380300359712
0.0398447463768,0.0355400362319,0.0384342391304
0.0399087591241,0.0358702554745,0.0387936131387
0.03980625,0.0360147058824,0.0390268382353
0.0394896296296,0.0359259259259,0.0390659259259
0.0390031716418,0.0356324626866,0.0389210820896
0.0384808270677,0.0351909774436,0.0386682330827
0.0380856060606,0.0347272727273,0.0383051136364
0.0379219465649,0.0343416030534,0.0379074427481
0.0379176923077,0.0340573076923,0.0375959615385
0.0379352713178,0.0338507751938,0.0373945736434
0.03789140625,0.0337505859375,0.037230859375
0.0377326771654,0.0337683070866,0.0371190944882
0.037541468254,0.0339488095238,0.0370202380952
0.037484,0.0342834,0.0370408
0.0376461693548,0.0347342741935,0.0371800403226
0.0379953252033,0.0353048780488,0.0373949186992
0.0384393442623,0.0359487704918,0.0376368852459
0.0388392561983,0.0365704545455,0.0378008264463
0.03909875,0.0370429166667,0.0377860416667
0.0391302521008,0.0372985294118,0.0375743697479
0.0388699152542,0.0373349576271,0.0371745762712
0.0384861111111,0.037175,0.0366737179487
0.0381012931034,0.0369234913793,0.0361963362069
0.0377813043478,0.0366356521739,0.035855
0.0375407894737,0.0363530701754,0.0356219298246
0.0373796460177,0.0361325221239,0.0356150442478
0.0372830357143,0.0359747767857,0.0358151785714
0.0371175675676,0.0359027027027,0.0361277027027
0.0369206818182,0.035945,0.0365415909091
0.0367509174312,0.0361068807339,0.0370821100917
0.0366092592593,0.036430787037,0.0377259259259
0.0365957943925,0.0368046728972,0.0384546728972
0.0366893867925,0.0372023584906,0.0392330188679
0.0368285714286,0.0375252380952,0.0399561904762
0.0369175480769,0.0376838942308,0.0405076923077
0.0368781553398,0.0376796116505,0.040740776699
0.0366941176471,0.0374867647059,0.0405786764706
0.0364695544554,0.0371188118812,0.040102970297
0.036326,0.03668825,0.039473
0.0363684343434,0.0363164141414,0.0388502525253
0.0365140306122,0.0360798469388,0.0383719387755
0.0366644329897,0.0359641752577,0.0380260309278
0.0367744791667,0.03593203125,0.037778125
0.0368334210526,0.0360134210526,0.0375976315789
0.0368563829787,0.0362045212766,0.0375457446809
0.0369521505376,0.0364948924731,0.0376922043011
0.0371807065217,0.0368470108696,0.0380480978261
0.0375145604396,0.0371467032967,0.0386184065934
0.0378777777778,0.0373483333333,0.0392305555556
0.0381896067416,0.0374014044944,0.0397463483146
0.0382428977273,0.0371960227273,0.0400676136364
0.0380347701149,0.0367948275862,0.0401672413793
0.0376026162791,0.0362973837209,0.0401238372093
0.0372191176471,0.0358123529412,0.0399797058824
0.036949702381,0.0353961309524,0.0397952380952
0.0368135542169,0.0350855421687,0.0395626506024
0.036837804878,0.0349067073171,0.0393902439024
0.0369216049383,0.0348941358025,0.0393046296296
0.03690625,0.0351165625,0.03924875
0.0367775316456,0.0355325949367,0.0391867088608
0.0365599358974,0.0360560897436,0.0391041666667
0.0363607142857,0.0366275974026,0.0390185064935
0.0362292763158,0.0372605263158,0.0389427631579
0.0361783333333,0.0379056666667,0.0389553333333
0.0361263513514,0.0385472972973,0.0390087837838
0.035975,0.0390619863014,0.039052739726
0.0356131944444,0.0393607638889,0.0389836805556
0.0350454225352,0.0394077464789,0.0386820422535
0.0343542857143,0.0393221428571,0.0381717857143
0.0336554347826,0.0391554347826,0.0375637681159
0.0330136029412,0.0390415441176,0.0369264705882
0.0324399253731,0.0389947761194,0.036526119403
0.0320272727273,0.0390128787879,0.0364397727273
0.0317092307692,0.0390946153846,0.0365834615385
0.031528125,0.039220703125,0.03683359375
0.0314234126984,0.0393849206349,0.0371646825397
0.0314153225806,0.0396689516129,0.037502016129
0.0315135245902,0.0400590163934,0.0378819672131
0.0317033333333,0.0404983333333,0.0382866666667
0.0319402542373,0.0409101694915,0.038686440678
0.0321780172414,0.0411754310345,0.0390495689655
0.0323276315789,0.0412793859649,0.0393004385965
0.0323633928571,0.0411678571429,0.0392736607143
0.0322618181818,0.040825,0.0388768181818
0.0320740740741,0.0402939814815,0.0383013888889
0.0318783018868,0.039658490566,0.037745754717
0.0317543269231,0.0390115384615,0.0372370192308
0.0316553921569,0.0385215686275,0.0368735294118
0.0316435,0.0383545,0.036652
0.0317821428571,0.0384137755102,0.0366321428571
0.0320489583333,0.0386875,0.0367927083333
0.0324186170213,0.0391739361702,0.0370260638298
0.0328804347826,0.0399434782609,0.0373815217391
0.0333872222222,0.0409772222222,0.0379083333333
0.0339971590909,0.0421971590909,0.0386193181818
0.0346203488372,0.0435145348837,0.0394604651163
0.0352160714286,0.0448517857143,0.0403089285714
0.0356646341463,0.0461359756098,0.0410274390244
0.035835625,0.047143125,0.0415325
0.0356153846154,0.0479198717949,0.0418391025641
0.0351032894737,0.0484348684211,0.0418309210526
0.0344283783784,0.0487087837838,0.0415662162162
0.0337784722222,0.0488125,0.0411625
0.0332207142857,0.0488085714286,0.0408614285714
0.0328132352941,0.0487558823529,0.0408904411765
0.0326363636364,0.0488446969697,0.0411575757576
0.03268671875,0.0490453125,0.0416125
0.0327669354839,0.049185483871,0.0421758064516
0.032805,0.0492658333333,0.0426908333333
0.0330189655172,0.0493353448276,0.0430431034483
0.0334151785714,0.0493285714286,0.0432955357143
0.0340990740741,0.0493592592593,0.0435305555556
0.0348182692308,0.0495057692308,0.0438961538462
0.035517,0.04976,0.044467
0.0360572916667,0.04990625,0.0450166666667
0.0364532608696,0.0498347826087,0.045147826087
0.0364829545455,0.0496284090909,0.0450170454545
0.0360797619048,0.049219047619,0.0446607142857
0.03555625,0.04875,0.04411
0.0350171052632,0.0484144736842,0.0433565789474
0.0346013888889,0.0483555555556,0.0425958333333
0.0344823529412,0.0486529411765,0.0419808823529
0.0345625,0.049315625,0.041615625
0.03461,0.050425,0.04146
0.0345910714286,0.0519946428571,0.0413857142857
0.0345461538462,0.0540307692308,0.0412826923077
0.0347854166667,0.05645,0.0413604166667
0.0351977272727,0.0589636363636,0.0414545454545
0.03572,0.06109,0.0417275
0.0365472222222,0.062775,0.0420694444444
0.038003125,0.064078125,0.04248125
0.03945,0.0648964285714,0.0424964285714
0.0406333333333,0.0653625,0.04215
0.0421,0.06563,0.041545
0.0437125,0.0655375,0.0411625
0.0452666666667,0.0648666666667,0.040775
0.0454,0.0641375,0.0407375
0.04475,0.06255,0.040525
